,text,created_at,user_followers,user_friends,retweet_count,favorite_count,processed_text,label
4659,Pembobolan berhasil ditangkap. ,2024-01-26 18:14:40,4888,4733,297,93,bobol hasil tangkap,0
4660,Museum mendorong inovasi lokal. ,2024-07-07 03:11:32,3349,1115,176,12,museum dorong inovasi lokal,1
4661,Kekerasan kasus ini menarik perhatian publik. ,2024-02-24 03:46:05,996,228,417,126,keras tarik perhati publik,0
4662,Fotografi menambah wawasan masyarakat. ,2024-05-03 11:41:23,6757,1238,114,212,fotografi tambah wawas masyarakat,2
4663,Keamanan pangan mendapat pujian banyak pihak. ,2024-02-10 06:51:59,6149,3103,197,74,aman pangan puji,2
4664,Ekosistem mendapat pujian banyak pihak. ,2024-05-14 18:28:13,8318,3580,380,268,ekosistem puji,2
4665,Perdagangan manusia pelaku berhasil melarikan diri. ,2024-03-14 01:24:06,4008,154,441,104,dagang manusia laku hasil lari,0
4666,Kesejahteraan hewan menyediakan ruang kreativitas. ,2024-04-02 13:36:38,8973,3475,182,255,sejahtera hewan sedia ruang kreativitas,2
4667,Pencemaran nama baik tersangka mencoba melarikan diri. ,2024-01-08 12:28:03,3727,4946,398,103,cemar nama sangka coba lari,0
4668,Urbanisasi meningkatkan kualitas hidup. ,2024-03-31 16:10:33,3733,1379,381,53,urbanisasi tingkat kualitas hidup,0
4669,Narkoba kejadian ini menggemparkan warga. ,2024-03-10 14:31:33,2424,1637,373,175,narkoba jadi gempar warga,0
4670,Konser menciptakan lapangan kerja baru. ,2024-03-06 08:37:53,9792,4000,106,300,konser cipta lapang kerja,1
4671,Narkoba barang bukti ditemukan. ,2024-02-04 10:42:51,2401,4718,138,74,narkoba barang bukti temu,1
4672,Olimpiade menggali potensi lokal. ,2024-06-06 10:17:12,4805,408,53,129,olimpiade gali potensi lokal,1
4673,Begal tersangka melawan saat ditangkap. ,2024-07-18 05:45:37,1006,3401,228,107,begal sangka lawan tangkap,0
4674,Cyberbullying tersangka mencoba melarikan diri. ,2024-06-25 04:00:44,8745,2316,361,46,cyberbullying sangka coba lari,0
4675,Sosial mendorong inovasi lokal. ,2024-06-26 10:24:28,4048,784,343,117,sosial dorong inovasi lokal,1
4676,Bazar mendapat sorotan positif. ,2024-02-18 03:53:18,4864,233,426,226,bazar sorot positif,2
4677,Narkoba korban diminta melapor. ,2024-04-26 19:03:23,9257,3559,301,216,narkoba korban lapor,0
4678,Kesenian menyediakan fasilitas baru. ,2024-01-20 14:16:11,4829,1000,449,200,seni sedia fasilitas,1
4679,Pembangunan program ini sangat inovatif. ,2024-06-06 17:51:51,4453,1588,156,185,bangun program inovatif,2
4680,Wisata sejarah mendorong inovasi lokal. ,2024-01-07 09:40:24,5724,2202,112,191,wisata sejarah dorong inovasi lokal,1
4681,Perdagangan manusia masih dalam penyelidikan. ,2024-07-01 09:30:47,8662,897,406,179,dagang manusia lidi,0
4682,Perjudian tersangka akan segera diadili. ,2024-02-17 08:56:53,6158,675,463,43,judi sangka adil,2
4683,Penipuan pelaku berhasil melarikan diri. ,2024-01-20 23:43:38,4836,568,76,229,tipu laku hasil lari,0
4684,Pameran diharapkan memberikan manfaat. ,2024-05-10 23:08:07,3665,276,21,20,pamer harap manfaat,2
4685,Pencurian tersangka mengaku bersalah. ,2024-01-05 17:49:49,6952,4903,396,81,curi sangka aku salah,0
4686,Kerjasama menyediakan ruang kreativitas. ,2024-01-08 11:06:07,8878,2709,159,272,kerjasama sedia ruang kreativitas,1
4687,Festival meningkatkan keterampilan. ,2024-05-26 14:18:21,1909,3993,139,176,festival tingkat terampil,2
4688,Penyerangan terjadi di Bandung. ,2024-03-23 06:03:52,5876,3218,139,239,serang bandung,2
4689,Pelecehan masih dalam penyelidikan. ,2024-04-17 19:49:56,4127,4061,249,68,leceh lidi,1
4690,Pencurian masih dalam penyelidikan. ,2024-07-01 04:53:28,9296,635,93,160,curi lidi,0
4691,Sosial menggali potensi lokal. ,2024-01-03 10:13:21,8351,4288,71,14,sosial gali potensi lokal,1
4692,Kerajinan tangan menyediakan fasilitas baru. ,2024-01-06 22:17:35,9778,3586,310,271,rajin tangan sedia fasilitas,2
4693,Kekerasan berhasil ditangkap. ,2024-01-25 14:25:48,9933,2057,20,150,keras hasil tangkap,0
4694,Kejahatan siber polisi masih memburu pelaku. ,2024-03-01 02:52:21,8297,3323,153,193,jahat siber polisi buru laku,0
4695,Rekreasi menjadi inspirasi bagi banyak orang. ,2024-05-11 02:33:18,2776,2183,99,107,rekreasi inspirasi orang,2
4696,Inovasi memperkuat budaya lokal. ,2024-07-12 03:03:14,6884,3229,33,256,inovasi kuat budaya lokal,2
4697,Arkeologi menggairahkan sektor pariwisata. ,2024-06-03 12:07:01,2359,283,282,88,arkeologi gairah sektor pariwisata,2
4698,Antropologi meningkatkan kualitas hidup. ,2024-07-19 00:43:42,8967,582,482,182,antropologi tingkat kualitas hidup,2
4699,Pameran buku mendongkrak perekonomian daerah. ,2024-02-17 22:20:36,6159,278,151,167,pamer buku dongkrak ekonomi daerah,1
4700,Teater menarik wisatawan mancanegara. ,2024-04-20 14:41:45,2561,174,477,223,teater tarik wisatawan mancanegara,2
4701,Penyerangan lokasi kejadian telah diamankan. ,2024-03-28 23:37:22,4106,671,146,100,serang lokasi jadi aman,2
4702,Volunteer menjadi ikon baru. ,2024-04-12 17:06:41,200,3236,441,19,volunteer ikon,2
4703,Perjudian korban diminta melapor. ,2024-02-29 11:19:22,5522,319,391,236,judi korban lapor,0
4704,Pameran acara tersebut sukses besar. ,2024-04-10 06:35:04,6618,3060,278,152,pamer acara sukses,2
4705,Arkeologi diselenggarakan dengan sangat baik. ,2024-07-03 12:26:53,2880,2545,391,151,arkeologi selenggara,1
4706,Penculikan polisi berjanji mengusut tuntas. ,2024-06-21 04:19:21,7063,2222,189,174,culi polisi janji usut tuntas,0
4707,Olimpiade mendapat sorotan positif. ,2024-05-30 19:57:42,8010,3751,280,51,olimpiade sorot positif,2
4708,Perampokan pelaku berhasil melarikan diri. ,2024-04-20 19:20:20,3545,1257,454,192,ampo laku hasil lari,2
4709,Korupsi ada saksi yang melihat kejadian. ,2024-02-21 07:40:28,5648,2179,307,56,korupsi saksi jadi,0
4710,Begal tersangka mengaku bersalah. ,2024-03-01 22:13:34,508,2795,487,62,begal sangka aku salah,0
4711,Penggelapan tersangka melawan saat ditangkap. ,2024-04-08 23:23:37,3274,2340,32,86,gelap sangka lawan tangkap,0
4712,Hubungan internasional menciptakan lapangan kerja baru. ,2024-06-06 04:57:15,2980,4471,328,170,hubung internasional cipta lapang kerja,1
4713,Korupsi berhasil ditangkap. ,2024-03-08 09:56:43,6078,4605,464,166,korupsi hasil tangkap,0
4714,Keamanan pangan menjadi pusat perhatian. ,2024-04-19 10:31:11,9274,2757,445,27,aman pangan pusat perhati,1
4715,Penghijauan berdampak positif bagi masyarakat. ,2024-06-01 15:10:01,9618,121,50,193,hijau dampak positif masyarakat,2
4716,Pembobolan pelaku berhasil melarikan diri. ,2024-05-13 13:29:48,6296,3622,347,185,bobol laku hasil lari,0
4717,Perdagangan manusia warga diminta waspada. ,2024-03-27 15:32:31,4486,3391,212,42,dagang manusia warga waspada,0
4718,Start-up menggali potensi lokal. ,2024-03-04 17:01:45,4574,1794,318,199,startup gali potensi lokal,1
4719,Perampokan polisi masih memburu pelaku. ,2024-03-20 21:27:19,4569,172,461,6,ampo polisi buru laku,0
4720,Penyerangan kasus ini menarik perhatian publik. ,2024-03-24 22:53:07,9817,2831,423,199,serang tarik perhati publik,1
4721,Transportasi umum melibatkan banyak peserta. ,2024-06-19 10:13:48,8469,3090,27,275,transportasi libat serta,1
4722,Kerajinan tangan memperkuat hubungan antarwarga. ,2024-05-22 09:19:31,9009,3253,478,163,rajin tangan kuat hubung antarwarga,1
4723,Desain grafis memperkuat hubungan antarwarga. ,2024-06-26 10:49:47,3154,1610,444,179,desain grafis kuat hubung antarwarga,1
4724,Korupsi tersangka mengaku bersalah. ,2024-05-03 19:14:02,8834,3142,373,172,korupsi sangka aku salah,0
4725,Pembakaran tersangka mengaku bersalah. ,2024-05-19 23:13:32,8679,1884,310,96,bakar sangka aku salah,0
4726,Budaya menyediakan ruang kreativitas. ,2024-02-21 10:42:30,8125,4896,282,239,budaya sedia ruang kreativitas,1
4727,Pencemaran nama baik ada saksi yang melihat kejadian. ,2024-02-24 16:32:22,5963,1346,276,66,cemar nama saksi jadi,0
4728,Narkoba ada saksi yang melihat kejadian. ,2024-02-18 20:23:33,721,3065,243,39,narkoba saksi jadi,0
4729,Wisata menjadi agenda tahunan. ,2024-06-21 12:50:46,8050,4587,112,289,wisata agenda tahun,2
4730,Penggelapan warga diminta waspada. ,2024-04-09 18:57:22,1053,1594,217,194,gelap warga waspada,0
4731,Pemerasan penyidikan dilakukan secara intensif. ,2024-06-29 13:07:11,6960,3074,394,16,peras sidi intensif,1
4732,Turnamen memupuk rasa kebersamaan. ,2024-03-11 14:07:31,853,1896,329,257,turnamen pupuk sama,1
4733,Wisata mengalami peningkatan. ,2024-01-30 23:38:35,8357,2503,26,107,wisata alami tingkat,2
4734,Terorisme kejadian ini menggemparkan warga. ,2024-02-05 12:32:36,6248,3342,13,214,terorisme jadi gempar warga,0
4735,Museum warga antusias menyambut. ,2024-03-11 17:25:50,5725,2261,271,133,museum warga antusias sambut,2
4736,Literasi mendapat dukungan dari pemerintah. ,2024-02-23 04:27:19,2492,3270,431,82,literasi dukung perintah,1
4737,Kesejahteraan hewan meningkatkan kesadaran masyarakat. ,2024-01-29 17:00:07,8089,2407,491,271,sejahtera hewan tingkat sadar masyarakat,2
4738,Teknologi acara tersebut sukses besar. ,2024-07-29 17:40:05,4309,4767,145,141,teknologi acara sukses,2
4739,Program sosial menggali potensi lokal. ,2024-01-06 10:18:40,8363,1272,30,175,program sosial gali potensi lokal,1
4740,Entrepreneurship menjadi daya tarik utama. ,2024-01-04 01:40:01,1817,2082,447,202,entrepreneurship daya tarik utama,2
4741,Desain grafis acara berjalan lancar. ,2024-03-18 21:48:58,1661,2476,214,189,desain grafis acara jalan lancar,2
4742,Perampokan tersangka melawan saat ditangkap. ,2024-02-04 01:16:06,7358,2494,79,119,ampo sangka lawan tangkap,0
4743,Komunitas menarik perhatian publik. ,2024-05-06 01:47:50,231,1840,322,55,komunitas tarik perhati publik,1
4744,Rekreasi memperkenalkan teknologi baru. ,2024-01-07 08:14:11,1286,2305,295,28,rekreasi kenal teknologi,1
4745,Penyerangan warga diminta waspada. ,2024-05-15 12:20:41,3918,3362,234,177,serang warga waspada,1
4746,Penyerangan masih dalam penyelidikan. ,2024-02-02 05:14:26,188,3748,328,251,serang lidi,0
4747,Cyberbullying warga diminta waspada. ,2024-05-05 06:18:30,8881,3645,162,187,cyberbullying warga waspada,1
4748,Volunteer acara tersebut sukses besar. ,2024-02-20 20:32:30,6261,274,27,252,volunteer acara sukses,2
4749,Penggelapan tersangka melawan saat ditangkap. ,2024-05-10 00:55:58,501,261,176,267,gelap sangka lawan tangkap,0
4750,Lingkungan memecahkan rekor. ,2024-01-26 12:26:50,2522,1803,163,191,lingkung pecah rekor,1
4751,Pembunuhan kasus ini menarik perhatian publik. ,2024-05-06 18:52:04,9229,631,267,125,bunuh tarik perhati publik,0
4752,Antropologi memperkuat budaya lokal. ,2024-02-26 21:11:40,7150,3579,60,190,antropologi kuat budaya lokal,2
4753,Perayaan menjadi trend baru. ,2024-07-21 02:39:17,8086,1053,398,174,raya trend,2
4754,Cyberbullying warga diminta waspada. ,2024-06-09 18:53:43,6611,560,430,232,cyberbullying warga waspada,1
4755,Perjudian terjadi di Purwokerto. ,2024-05-13 22:15:46,1985,4208,86,96,judi purwokerto,2
4756,Korupsi terjadi di Tangerang. ,2024-03-17 17:28:00,1498,1000,157,248,korupsi tangerang,0
4757,Tari menjadi trend baru. ,2024-01-24 10:56:39,8694,4066,367,29,tari trend,2
4758,Penipuan online pelaku berhasil melarikan diri. ,2024-05-15 10:49:39,954,3895,116,67,tipu online laku hasil lari,0
4759,Pendakian mempererat hubungan sosial. ,2024-01-20 10:20:10,7652,1425,57,299,daki erat hubung sosial,1
4760,Kegiatan ekstrakurikuler memiliki potensi besar. ,2024-04-02 05:01:54,2942,4135,301,48,giat ekstrakurikuler milik potensi,1
4761,Penganiayaan motif masih belum diketahui. ,2024-07-19 09:57:54,5675,4294,274,198,aniaya motif,0
4762,Perlombaan mengalami peningkatan. ,2024-01-27 08:00:48,1987,1968,73,276,lomba alami tingkat,2
4763,Wisata sejarah menjadi agenda tahunan. ,2024-02-16 20:01:21,6785,3064,397,185,wisata sejarah agenda tahun,1
4764,Ekonomi kreatif melibatkan banyak peserta. ,2024-06-08 17:12:26,1948,3041,434,270,ekonomi kreatif libat serta,1
4765,Pelecehan tersangka akan segera diadili. ,2024-06-24 22:45:48,5267,2671,242,122,leceh sangka adil,2
4766,Konservasi mendorong inovasi lokal. ,2024-01-02 08:44:43,360,822,315,1,konservasi dorong inovasi lokal,1
4767,Kekerasan masih dalam penyelidikan. ,2024-05-20 10:15:19,5491,2367,388,78,keras lidi,0
4768,Cyberbullying polisi berjanji mengusut tuntas. ,2024-03-02 16:53:24,6213,2566,145,63,cyberbullying polisi janji usut tuntas,1
4769,Kegiatan amal warga antusias menyambut. ,2024-01-18 22:59:18,2096,316,191,171,giat amal warga antusias sambut,2
4770,Penganiayaan polisi berjanji mengusut tuntas. ,2024-01-28 17:14:50,3697,2612,196,108,aniaya polisi janji usut tuntas,0
4771,Bazar melibatkan banyak peserta. ,2024-06-24 01:40:13,6776,4569,175,159,bazar libat serta,1
4772,Perampokan tersangka melawan saat ditangkap. ,2024-02-19 22:26:58,5239,3839,114,32,ampo sangka lawan tangkap,0
4773,Penculikan penyidikan dilakukan secara intensif. ,2024-01-07 00:07:36,195,3516,115,240,culi sidi intensif,1
4774,Pelecehan penyidikan dilakukan secara intensif. ,2024-02-20 08:10:11,4771,2374,104,194,leceh sidi intensif,1
4775,Pendidikan program ini sangat inovatif. ,2024-06-10 10:22:32,7032,1943,489,140,didik program inovatif,2
4776,Korupsi motif masih belum diketahui. ,2024-02-28 00:36:14,6894,215,255,55,korupsi motif,0
4777,Penculikan polisi masih memburu pelaku. ,2024-05-04 09:54:13,3996,417,18,230,culi polisi buru laku,0
4778,Arkeologi mendapat pujian banyak pihak. ,2024-05-30 08:42:15,8493,838,186,85,arkeologi puji,1
4779,Teater mendapat pujian banyak pihak. ,2024-02-09 19:13:58,7826,64,77,148,teater puji,2
4780,Sosial menjadi ikon baru. ,2024-01-31 19:21:16,8020,1944,343,115,sosial ikon,2
4781,Arkeologi mempererat hubungan sosial. ,2024-07-29 14:01:51,6609,1266,6,179,arkeologi erat hubung sosial,1
4782,Pemerasan pelaku berhasil melarikan diri. ,2024-07-08 16:56:13,5601,3343,292,286,peras laku hasil lari,2
4783,Kejahatan siber tersangka akan segera diadili. ,2024-01-27 21:13:58,2192,506,355,105,jahat siber sangka adil,0
4784,Perdagangan manusia kejadian ini menggemparkan warga. ,2024-05-24 11:58:28,4826,382,360,188,dagang manusia jadi gempar warga,0
4785,Penipuan online tersangka melawan saat ditangkap. ,2024-04-01 13:42:44,8754,2745,381,21,tipu online sangka lawan tangkap,0
4786,Entrepreneurship memberikan hiburan. ,2024-03-06 10:07:37,4148,1941,53,183,entrepreneurship hibur,1
4787,Narkoba tersangka mencoba melarikan diri. ,2024-05-14 02:46:05,3428,2524,185,68,narkoba sangka coba lari,0
4788,Seni rupa program ini sangat inovatif. ,2024-05-22 17:52:42,8855,326,473,174,seni rupa program inovatif,2
4789,Kemitraan menjadi ikon baru. ,2024-01-26 08:33:13,2095,143,168,211,mitra ikon,2
4790,Terorisme terjadi di Medan. ,2024-07-13 09:01:31,9291,1226,3,288,terorisme medan,0
4791,Festival menjadi sorotan media. ,2024-01-17 12:43:47,382,2958,499,108,festival sorot media,1
4792,Pencurian penyidikan dilakukan secara intensif. ,2024-04-09 04:47:13,4322,2512,225,32,curi sidi intensif,1
4793,Baturaden menjadi sorotan media. ,2024-05-07 07:19:23,1989,2361,149,198,baturaden sorot media,1
4794,Kebun raya mengalami peningkatan. ,2024-02-03 09:51:43,552,1453,481,56,kebun raya alami tingkat,1
4795,Narkoba tersangka mengaku bersalah. ,2024-05-14 22:02:33,1071,4203,332,282,narkoba sangka aku salah,0
4796,Kerjasama warga antusias menyambut. ,2024-03-14 17:14:16,3583,713,429,3,kerjasama warga antusias sambut,2
4797,Pembakaran warga diminta waspada. ,2024-06-22 08:05:11,9125,2031,19,191,bakar warga waspada,0
4798,Begal lokasi kejadian telah diamankan. ,2024-04-25 12:30:48,2389,1766,309,290,begal lokasi jadi aman,0
4799,Kebudayaan daerah meraih penghargaan internasional. ,2024-05-21 10:34:09,7848,580,325,216,budaya daerah raih harga internasional,2
4800,Keamanan pangan menggairahkan sektor pariwisata. ,2024-06-29 13:21:39,7680,3247,331,287,aman pangan gairah sektor pariwisata,2
4801,Pameran mendapat sorotan positif. ,2024-06-05 12:51:46,2073,1791,125,271,pamer sorot positif,2
4802,Perampokan pelaku berhasil melarikan diri. ,2024-04-01 04:24:48,8240,2372,424,66,ampo laku hasil lari,2
4803,Seni kontemporer menjadi trend baru. ,2024-01-04 05:40:31,4463,4784,413,59,seni kontemporer trend,1
4804,Penipuan tersangka akan segera diadili. ,2024-01-16 14:22:00,5199,1191,173,50,tipu sangka adil,0
4805,Urban farming telah mencapai kesepakatan. ,2024-01-14 20:53:56,3120,4011,396,96,urban farming capai sepakat,2
4806,Kebun raya memperkuat budaya lokal. ,2024-05-08 22:09:49,1708,2786,79,190,kebun raya kuat budaya lokal,2
4807,Kekerasan kasus meningkat selama pandemi. ,2024-05-17 00:38:41,609,4051,343,89,keras tingkat pandemi,0
4808,Perpustakaan dapat dinikmati di Purwokerto. ,2024-01-09 19:21:28,2755,1340,34,71,pustaka nikmat purwokerto,2
4809,Tari mendongkrak perekonomian daerah. ,2024-01-13 01:48:46,7263,1960,63,68,tari dongkrak ekonomi daerah,0
4810,Pencurian warga diminta waspada. ,2024-06-24 10:11:07,3319,1640,481,83,curi warga waspada,1
4811,Infrastruktur menjadi daya tarik utama. ,2024-02-18 17:17:58,1452,4963,58,244,infrastruktur daya tarik utama,2
4812,Pelatihan memperkenalkan teknologi baru. ,2024-01-22 20:56:07,3788,3634,218,81,latih kenal teknologi,2
4813,Pameran mendapat pujian banyak pihak. ,2024-01-10 12:40:59,6296,3804,49,134,pamer puji,2
4814,Pencemaran nama baik penyidikan dilakukan secara intensif. ,2024-01-05 05:12:00,7954,4182,323,170,cemar nama sidi intensif,1
4815,Penipuan online lokasi kejadian telah diamankan. ,2024-05-01 04:04:23,5515,4643,378,25,tipu online lokasi jadi aman,2
4816,Ekonomi kreatif dapat dinikmati di Purwokerto. ,2024-02-04 05:24:49,7135,1965,137,73,ekonomi kreatif nikmat purwokerto,2
4817,Lingkungan hidup program ini sangat inovatif. ,2024-01-07 23:55:20,1354,3052,424,12,lingkung hidup program inovatif,2
4818,Penggelapan motif masih belum diketahui. ,2024-06-12 12:27:46,1340,3107,37,125,gelap motif,0
4819,Desain produk memupuk rasa kebersamaan. ,2024-01-17 00:38:33,3761,4171,15,74,desain produk pupuk sama,1
4820,Pencemaran nama baik berhasil ditangkap. ,2024-06-20 22:32:02,1963,2727,411,96,cemar nama hasil tangkap,0
4821,Penganiayaan polisi masih memburu pelaku. ,2024-02-15 09:37:55,2108,2811,173,124,aniaya polisi buru laku,0
4822,Entrepreneurship program ini sangat inovatif. ,2024-06-26 20:35:23,6143,2606,422,131,entrepreneurship program inovatif,2
4823,Kekerasan berhasil ditangkap. ,2024-02-16 11:11:33,5312,525,487,38,keras hasil tangkap,0
4824,Sosial menjunjung tinggi nilai budaya. ,2024-01-17 05:20:14,6418,1583,121,251,sosial junjung nilai budaya,2
4825,Ekosistem menciptakan lapangan kerja baru. ,2024-01-28 12:29:54,3968,1844,402,179,ekosistem cipta lapang kerja,2
4826,Penyelundupan tersangka melawan saat ditangkap. ,2024-02-24 11:35:16,6536,3742,440,275,selundup sangka lawan tangkap,0
4827,Pemerasan kasus ini menarik perhatian publik. ,2024-05-08 05:18:25,7603,410,184,122,peras tarik perhati publik,1
4828,Korupsi tersangka melawan saat ditangkap. ,2024-01-25 10:19:57,4460,416,87,248,korupsi sangka lawan tangkap,0
4829,Desain produk menjadi agenda tahunan. ,2024-01-12 18:15:03,4482,1705,67,22,desain produk agenda tahun,1
4830,Festival menjadi daya tarik utama. ,2024-06-24 15:28:15,3224,4434,158,119,festival daya tarik utama,2
4831,Perampokan tersangka melawan saat ditangkap. ,2024-03-02 14:49:36,6246,2547,31,292,ampo sangka lawan tangkap,0
4832,Kuliner memperkuat budaya lokal. ,2024-02-04 14:09:24,6179,1906,490,5,kuliner kuat budaya lokal,2
4833,Perampokan berhasil ditangkap. ,2024-04-05 06:41:22,471,218,192,161,ampo hasil tangkap,1
4834,Korupsi pelaku berhasil melarikan diri. ,2024-07-25 22:44:15,5303,3810,353,229,korupsi laku hasil lari,0
4835,Wisata sejarah diharapkan memberikan manfaat. ,2024-06-26 00:40:48,6882,1388,298,252,wisata sejarah harap manfaat,2
4836,Kerajinan tangan mengundang banyak pengunjung. ,2024-07-26 00:28:33,1587,3718,363,297,rajin tangan undang unjung,2
4837,Fotografi memberikan hiburan. ,2024-01-22 10:15:53,5475,920,115,180,fotografi hibur,0
4838,Perjudian korban diminta melapor. ,2024-07-04 04:55:40,9161,3270,44,4,judi korban lapor,0
4839,Transportasi umum meningkatkan keterampilan. ,2024-02-03 20:31:23,4813,2756,373,42,transportasi tingkat terampil,2
4840,Penggelapan ada saksi yang melihat kejadian. ,2024-06-25 19:05:20,536,3853,93,233,gelap saksi jadi,0
4841,Penganiayaan kasus meningkat selama pandemi. ,2024-04-02 09:56:58,9890,652,96,83,aniaya tingkat pandemi,0
4842,Perjudian tersangka mencoba melarikan diri. ,2024-03-29 08:03:56,6347,928,270,66,judi sangka coba lari,1
4843,Antropologi diharapkan memberikan manfaat. ,2024-03-30 13:44:24,2886,547,459,34,antropologi harap manfaat,2
4844,Kebun raya menjadi agenda tahunan. ,2024-03-27 17:33:00,6296,3046,140,32,kebun raya agenda tahun,1
4845,Narkoba kasus ini menarik perhatian publik. ,2024-03-17 18:30:57,6786,4109,250,207,narkoba tarik perhati publik,1
4846,Kuliner melibatkan banyak peserta. ,2024-05-20 17:59:27,9198,2550,131,159,kuliner libat serta,0
4847,Program sosial telah mencapai kesepakatan. ,2024-07-15 12:20:01,1918,904,315,108,program sosial capai sepakat,2
4848,Pencurian penyidikan dilakukan secara intensif. ,2024-05-01 23:03:16,5273,3301,118,38,curi sidi intensif,1
4849,Tari mengalami peningkatan. ,2024-04-28 16:21:08,1977,1705,450,3,tari alami tingkat,2
4850,Perumahan acara berjalan lancar. ,2024-03-21 10:23:04,2166,1690,358,220,rumah acara jalan lancar,2
4851,Kesejahteraan mendongkrak perekonomian daerah. ,2024-03-20 12:03:21,9214,4582,316,110,sejahtera dongkrak ekonomi daerah,2
4852,Pembobolan tersangka mengaku bersalah. ,2024-02-05 03:58:45,1525,1478,185,273,bobol sangka aku salah,0
4853,Pendakian telah mencapai kesepakatan. ,2024-03-31 10:42:24,8027,3982,231,237,daki capai sepakat,2
4854,Kegiatan amal telah mencapai kesepakatan. ,2024-02-09 04:47:44,573,2841,405,111,giat amal capai sepakat,2
4855,Pendidikan meningkatkan kualitas hidup. ,2024-06-20 16:16:19,5395,1923,426,171,didik tingkat kualitas hidup,2
4856,Pendidikan mengalami peningkatan. ,2024-05-15 05:56:28,5829,4802,22,227,didik alami tingkat,2
4857,Kesehatan mengundang banyak pengunjung. ,2024-07-27 22:23:04,8737,3563,88,275,sehat undang unjung,2
4858,Perampokan barang bukti ditemukan. ,2024-06-07 04:45:05,5748,3354,52,154,ampo barang bukti temu,1
4859,Seni kontemporer menggali potensi lokal. ,2024-01-13 19:23:35,8361,4171,347,10,seni kontemporer gali potensi lokal,1
4860,Energi terbarukan memperkenalkan teknologi baru. ,2024-03-14 11:58:56,8326,3145,475,38,energi baru kenal teknologi,1
4861,Teknologi informasi menambah wawasan masyarakat. ,2024-05-26 09:29:34,4693,3922,328,198,teknologi informasi tambah wawas masyarakat,2
4862,Wisata alam memperkuat budaya lokal. ,2024-02-03 10:23:27,6868,2228,297,92,wisata alam kuat budaya lokal,2
4863,Lingkungan diharapkan memberikan manfaat. ,2024-05-02 19:15:55,3006,1658,68,199,lingkung harap manfaat,2
4864,Penipuan terjadi di Palembang. ,2024-07-27 00:36:23,5587,2832,32,180,tipu palembang,0
4865,Begal tersangka mengaku bersalah. ,2024-02-10 05:41:05,9666,1947,346,59,begal sangka aku salah,0
4866,Pendakian mempererat hubungan sosial. ,2024-01-19 03:11:30,5604,3183,325,232,daki erat hubung sosial,1
4867,Pelatihan memiliki potensi besar. ,2024-04-25 13:45:34,8943,4893,147,45,latih milik potensi,2
4868,Pengembangan karir menjunjung tinggi nilai budaya. ,2024-03-18 04:23:04,8535,3153,105,60,kembang karir junjung nilai budaya,2
4869,Penghijauan menjadi pusat perhatian. ,2024-07-05 19:23:42,5649,2606,480,15,hijau pusat perhati,1
4870,Penelitian menggairahkan sektor pariwisata. ,2024-04-16 06:28:14,765,4146,287,287,teliti gairah sektor pariwisata,2
4871,Perjudian kejadian ini menggemparkan warga. ,2024-05-23 15:55:28,6170,3407,497,74,judi jadi gempar warga,0
4872,Pembakaran lokasi kejadian telah diamankan. ,2024-07-21 12:04:53,5408,2574,374,34,bakar lokasi jadi aman,2
4873,Penculikan korban diminta melapor. ,2024-03-15 06:39:40,6011,3350,434,262,culi korban lapor,0
4874,Penipuan pelaku berhasil melarikan diri. ,2024-07-13 23:45:37,9926,4060,225,55,tipu laku hasil lari,0
4875,Perdagangan manusia pelaku berhasil melarikan diri. ,2024-03-02 16:50:28,6150,3192,461,203,dagang manusia laku hasil lari,0
4876,Cyberbullying barang bukti ditemukan. ,2024-02-22 01:06:18,4689,1395,490,242,cyberbullying barang bukti temu,1
4877,Transportasi umum menjadi daya tarik utama. ,2024-02-12 22:45:33,7067,2335,211,51,transportasi daya tarik utama,2
4878,Baturaden dapat dinikmati di Semarang. ,2024-01-22 09:17:02,2919,3420,97,134,baturaden nikmat semarang,2
4879,Kesehatan menggali potensi lokal. ,2024-02-07 01:01:10,8591,3877,426,195,sehat gali potensi lokal,1
4880,Seni kontemporer menggairahkan sektor pariwisata. ,2024-01-01 05:53:47,9154,4066,414,29,seni kontemporer gairah sektor pariwisata,1
4881,Literasi diharapkan memberikan manfaat. ,2024-04-30 16:34:35,9428,4759,117,13,literasi harap manfaat,2
4882,Penyelundupan pelaku berhasil melarikan diri. ,2024-05-25 22:27:31,9752,1265,364,0,selundup laku hasil lari,0
4883,Penyelundupan masih dalam penyelidikan. ,2024-03-11 01:34:50,6979,3384,367,297,selundup lidi,1
4884,Perampokan tersangka mengaku bersalah. ,2024-07-21 02:31:09,3049,4567,192,195,ampo sangka aku salah,0
4885,Penyelundupan masih dalam penyelidikan. ,2024-02-25 04:28:36,6153,3159,307,22,selundup lidi,1
4886,Narkoba kasus meningkat selama pandemi. ,2024-06-25 15:58:06,1300,1617,388,299,narkoba tingkat pandemi,1
4887,Wisata alam meningkatkan kesadaran masyarakat. ,2024-03-20 17:30:12,4180,4743,164,124,wisata alam tingkat sadar masyarakat,2
4888,Penyelundupan penyidikan dilakukan secara intensif. ,2024-07-13 10:16:24,7717,2216,414,170,selundup sidi intensif,1
4889,Pelecehan berhasil ditangkap. ,2024-05-11 20:58:48,1615,1531,365,15,leceh hasil tangkap,0
4890,Film menjadi pusat perhatian. ,2024-06-11 11:48:07,5854,378,70,205,film pusat perhati,1
